SNAP (SNAP INC),20.42,+0.67,
Feb 18 2018 @ 16:15 ET,Bid,20.41,Ask,20.42,Size,0x0,Vol,33917697,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 22.00 (SNAP1802C22-A),0.32,-0.08,0.32,0.45,15,512,18 Mar 22.00 (SNAP1802O22-A),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-B),0.37,-0.09,0.30,0.50,10,512,18 Mar 22.00 (SNAP1802O22-B),0.0,0.0,0.0,4.90,0,0,
18 Mar 22.00 (SNAP1802C22-E),0.38,+0.12,0.32,0.45,27,512,18 Mar 22.00 (SNAP1802O22-E),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-I),0.37,-0.01,0.32,0.45,3,512,18 Mar 22.00 (SNAP1802O22-I),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-J),0.0,0.0,0.32,0.45,0,512,18 Mar 22.00 (SNAP1802O22-J),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-K),0.0,0.0,0.32,5.00,0,512,18 Mar 22.00 (SNAP1802O22-K),0.0,0.0,1.82,5.00,0,0,
18 Mar 22.00 (SNAP1802C22-O),0.31,-0.16,0.32,0.45,5,512,18 Mar 22.00 (SNAP1802O22-O),2.10,0.0,1.82,2.12,2,0,
18 Mar 22.00 (SNAP1802C22-OG),0.49,0.0,0.0,0.45,0,512,18 Mar 22.00 (SNAP1802O22-OG),0.0,0.0,0.0,5.00,0,0,
18 Mar 22.00 (SNAP1802C22-P),0.49,0.0,0.32,0.45,0,512,18 Mar 22.00 (SNAP1802O22-P),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-S),0.48,0.0,0.32,2.52,0,512,18 Mar 22.00 (SNAP1802O22-S),0.0,0.0,1.82,5.00,0,0,
18 Mar 22.00 (SNAP1802C22-X),0.41,0.0,0.32,0.45,0,512,18 Mar 22.00 (SNAP1802O22-X),0.0,0.0,1.82,2.12,0,0,
18 Mar 22.00 (SNAP1802C22-Y),0.0,0.0,0.32,5.00,0,512,18 Mar 22.00 (SNAP1802O22-Y),2.10,0.0,1.82,5.00,1,0,
18 Mar 22.50 (SNAP1802C22.5),0.30,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-3),0.0,0.0,0.26,2.42,0,560,18 Mar 22.50 (SNAP1802O22.5-3),0.0,0.0,2.22,4.65,0,0,
18 Mar 22.50 (SNAP1802C22.5-4),0.40,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-4),0.0,0.0,2.22,2.63,0,0,
18 Mar 22.50 (SNAP1802C22.5-8),0.16,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-8),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-A),0.40,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-A),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-B),0.38,0.0,0.20,0.40,0,560,18 Mar 22.50 (SNAP1802O22.5-B),0.0,0.0,0.0,4.90,0,0,
18 Mar 22.50 (SNAP1802C22.5-E),0.30,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-E),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-I),0.0,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-I),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-J),0.39,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-J),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-K),0.0,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-K),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-O),0.39,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-O),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-OG),0.0,0.0,0.0,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-OG),0.0,0.0,0.0,5.00,0,0,
18 Mar 22.50 (SNAP1802C22.5-P),0.0,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-P),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-S),0.34,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-S),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-X),0.15,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-X),0.0,0.0,2.22,2.58,0,0,
18 Mar 22.50 (SNAP1802C22.5-Y),0.0,0.0,0.26,0.35,0,560,18 Mar 22.50 (SNAP1802O22.5-Y),0.0,0.0,0.0,2.58,0,0,
18 Mar 23.00 (SNAP1802C23),0.20,-0.03,0.20,0.32,5,65,18 Mar 23.00 (SNAP1802O23),2.75,0.0,2.65,2.97,15,0,
18 Mar 23.00 (SNAP1802C23-3),0.23,0.0,0.20,2.35,0,65,18 Mar 23.00 (SNAP1802O23-3),0.0,0.0,2.65,5.00,0,0,
18 Mar 23.00 (SNAP1802C23-4),0.20,0.0,0.20,0.32,5,65,18 Mar 23.00 (SNAP1802O23-4),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-8),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-8),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-A),0.18,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-A),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-B),0.0,0.0,0.10,0.35,0,65,18 Mar 23.00 (SNAP1802O23-B),0.0,0.0,0.50,5.20,0,0,
18 Mar 23.00 (SNAP1802C23-E),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-E),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-I),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-I),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-J),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-J),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-K),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-K),0.0,0.0,2.65,5.30,0,0,
18 Mar 23.00 (SNAP1802C23-O),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-O),2.75,0.0,2.65,2.97,15,0,
18 Mar 23.00 (SNAP1802C23-OG),0.28,0.0,0.0,0.32,0,65,18 Mar 23.00 (SNAP1802O23-OG),0.0,0.0,0.33,5.30,0,0,
18 Mar 23.00 (SNAP1802C23-P),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-P),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-S),0.26,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-S),0.0,0.0,2.65,5.30,0,0,
18 Mar 23.00 (SNAP1802C23-X),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-X),0.0,0.0,2.65,2.97,0,0,
18 Mar 23.00 (SNAP1802C23-Y),0.0,0.0,0.20,0.32,0,65,18 Mar 23.00 (SNAP1802O23-Y),0.0,0.0,2.65,5.50,0,0,
18 Mar 23.50 (SNAP1802C23.5),0.22,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5),4.45,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-3),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-3),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-4),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-4),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-8),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-8),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-A),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-A),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-B),0.0,0.0,0.0,2.28,0,1,18 Mar 23.50 (SNAP1802O23.5-B),0.0,0.0,1.00,5.75,0,2,
18 Mar 23.50 (SNAP1802C23.5-E),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-E),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-I),0.22,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-I),4.45,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-J),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-J),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-K),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-K),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-O),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-O),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-OG),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-OG),0.0,0.0,0.78,5.75,0,2,
18 Mar 23.50 (SNAP1802C23.5-P),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-P),4.45,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-S),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-S),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-X),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-X),0.0,0.0,3.10,3.45,0,2,
18 Mar 23.50 (SNAP1802C23.5-Y),0.0,0.0,0.15,0.27,0,1,18 Mar 23.50 (SNAP1802O23.5-Y),0.0,0.0,3.10,3.45,0,2,
18 Mar 24.00 (SNAP1802C24),0.15,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-3),0.0,0.0,0.05,2.26,0,20,18 Mar 24.00 (SNAP1802O24-3),0.0,0.0,2.76,6.00,0,0,
18 Mar 24.00 (SNAP1802C24-4),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-4),0.0,0.0,2.76,6.05,0,0,
18 Mar 24.00 (SNAP1802C24-8),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-8),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-A),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-A),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-B),0.0,0.0,0.0,2.25,0,20,18 Mar 24.00 (SNAP1802O24-B),0.0,0.0,1.89,6.20,0,0,
18 Mar 24.00 (SNAP1802C24-E),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-E),0.0,0.0,2.76,6.15,0,0,
18 Mar 24.00 (SNAP1802C24-I),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-I),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-J),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-J),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-K),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-K),0.0,0.0,2.76,6.50,0,0,
18 Mar 24.00 (SNAP1802C24-O),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-O),0.0,0.0,2.76,6.15,0,0,
18 Mar 24.00 (SNAP1802C24-OG),0.0,0.0,0.0,0.23,0,20,18 Mar 24.00 (SNAP1802O24-OG),0.0,0.0,1.89,6.85,0,0,
18 Mar 24.00 (SNAP1802C24-P),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-P),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-S),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-S),0.0,0.0,2.76,6.25,0,0,
18 Mar 24.00 (SNAP1802C24-X),0.15,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-X),0.0,0.0,2.76,5.90,0,0,
18 Mar 24.00 (SNAP1802C24-Y),0.0,0.0,0.05,0.23,0,20,18 Mar 24.00 (SNAP1802O24-Y),0.0,0.0,2.76,6.50,0,0,
18 Mar 24.50 (SNAP1802C24.5),0.31,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5),0.0,0.0,2.90,6.40,0,0,
18 Mar 24.50 (SNAP1802C24.5-3),0.0,0.0,0.03,2.23,0,50,18 Mar 24.50 (SNAP1802O24.5-3),0.0,0.0,2.88,6.40,0,0,
18 Mar 24.50 (SNAP1802C24.5-4),0.0,0.0,0.03,0.26,0,50,18 Mar 24.50 (SNAP1802O24.5-4),0.0,0.0,2.85,6.60,0,0,
18 Mar 24.50 (SNAP1802C24.5-8),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-8),0.0,0.0,2.67,7.00,0,0,
18 Mar 24.50 (SNAP1802C24.5-A),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-A),0.0,0.0,2.70,6.90,0,0,
18 Mar 24.50 (SNAP1802C24.5-B),0.0,0.0,0.03,0.25,0,50,18 Mar 24.50 (SNAP1802O24.5-B),0.0,0.0,2.70,6.60,0,0,
18 Mar 24.50 (SNAP1802C24.5-E),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-E),0.0,0.0,2.90,6.65,0,0,
18 Mar 24.50 (SNAP1802C24.5-I),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-I),0.0,0.0,2.90,6.40,0,0,
18 Mar 24.50 (SNAP1802C24.5-J),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-J),0.0,0.0,2.70,6.60,0,0,
18 Mar 24.50 (SNAP1802C24.5-K),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-K),0.0,0.0,2.21,7.00,0,0,
18 Mar 24.50 (SNAP1802C24.5-O),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-O),0.0,0.0,2.90,6.65,0,0,
18 Mar 24.50 (SNAP1802C24.5-OG),0.0,0.0,0.0,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-OG),0.0,0.0,2.21,7.20,0,0,
18 Mar 24.50 (SNAP1802C24.5-P),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-P),0.0,0.0,2.21,6.40,0,0,
18 Mar 24.50 (SNAP1802C24.5-S),0.0,0.0,0.03,2.23,0,50,18 Mar 24.50 (SNAP1802O24.5-S),0.0,0.0,2.85,7.00,0,0,
18 Mar 24.50 (SNAP1802C24.5-X),0.31,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-X),0.0,0.0,2.70,6.60,0,0,
18 Mar 24.50 (SNAP1802C24.5-Y),0.0,0.0,0.03,0.20,0,50,18 Mar 24.50 (SNAP1802O24.5-Y),0.0,0.0,2.00,7.00,0,0,
18 Mar 25.00 (SNAP1802C25),0.27,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25),0.0,0.0,3.95,6.90,0,0,
18 Mar 25.00 (SNAP1802C25-3),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-3),0.0,0.0,3.85,7.00,0,0,
18 Mar 25.00 (SNAP1802C25-4),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-4),0.0,0.0,3.95,7.15,0,0,
18 Mar 25.00 (SNAP1802C25-8),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-8),0.0,0.0,2.93,7.50,0,0,
18 Mar 25.00 (SNAP1802C25-A),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-A),0.0,0.0,3.00,7.05,0,0,
18 Mar 25.00 (SNAP1802C25-B),0.0,0.0,0.0,2.21,0,11,18 Mar 25.00 (SNAP1802O25-B),0.0,0.0,2.93,7.10,0,0,
18 Mar 25.00 (SNAP1802C25-E),0.34,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-E),0.0,0.0,3.70,7.15,0,0,
18 Mar 25.00 (SNAP1802C25-I),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-I),0.0,0.0,3.85,6.90,0,0,
18 Mar 25.00 (SNAP1802C25-J),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-J),0.0,0.0,2.93,7.10,0,0,
18 Mar 25.00 (SNAP1802C25-K),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-K),0.0,0.0,2.93,7.50,0,0,
18 Mar 25.00 (SNAP1802C25-O),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-O),0.0,0.0,3.70,7.15,0,0,
18 Mar 25.00 (SNAP1802C25-OG),0.27,0.0,0.0,0.35,0,11,18 Mar 25.00 (SNAP1802O25-OG),0.0,0.0,2.93,7.90,0,0,
18 Mar 25.00 (SNAP1802C25-P),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-P),0.0,0.0,3.00,6.90,0,0,
18 Mar 25.00 (SNAP1802C25-S),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-S),0.0,0.0,3.70,7.25,0,0,
18 Mar 25.00 (SNAP1802C25-X),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-X),0.0,0.0,3.15,7.10,0,0,
18 Mar 25.00 (SNAP1802C25-Y),0.0,0.0,0.01,0.35,0,11,18 Mar 25.00 (SNAP1802O25-Y),0.0,0.0,2.50,7.50,0,0,
18 Mar 25.50 (SNAP1802C25.5),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5),6.25,0.0,3.70,7.40,0,5,
18 Mar 25.50 (SNAP1802C25.5-3),0.0,0.0,0.0,2.19,0,0,18 Mar 25.50 (SNAP1802O25.5-3),0.0,0.0,3.00,7.40,0,5,
18 Mar 25.50 (SNAP1802C25.5-4),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-4),0.0,0.0,3.70,7.60,0,5,
18 Mar 25.50 (SNAP1802C25.5-8),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-8),0.0,0.0,3.15,8.00,0,5,
18 Mar 25.50 (SNAP1802C25.5-A),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-A),0.0,0.0,3.05,7.55,0,5,
18 Mar 25.50 (SNAP1802C25.5-B),0.0,0.0,0.0,2.19,0,0,18 Mar 25.50 (SNAP1802O25.5-B),0.0,0.0,3.05,7.60,0,5,
18 Mar 25.50 (SNAP1802C25.5-E),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-E),0.0,0.0,3.70,7.65,0,5,
18 Mar 25.50 (SNAP1802C25.5-I),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-I),6.25,0.0,3.70,7.40,0,5,
18 Mar 25.50 (SNAP1802C25.5-J),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-J),0.0,0.0,3.20,7.75,0,5,
18 Mar 25.50 (SNAP1802C25.5-K),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-K),0.0,0.0,3.05,8.00,0,5,
18 Mar 25.50 (SNAP1802C25.5-O),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-O),0.0,0.0,3.70,7.65,0,5,
18 Mar 25.50 (SNAP1802C25.5-OG),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-OG),0.0,0.0,3.05,8.05,0,5,
18 Mar 25.50 (SNAP1802C25.5-P),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-P),0.0,0.0,3.05,7.40,0,5,
18 Mar 25.50 (SNAP1802C25.5-S),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-S),0.0,0.0,3.45,7.75,0,5,
18 Mar 25.50 (SNAP1802C25.5-X),0.0,0.0,0.0,0.15,0,0,18 Mar 25.50 (SNAP1802O25.5-X),0.0,0.0,3.20,7.55,0,5,
18 Mar 25.50 (SNAP1802C25.5-Y),0.0,0.0,0.0,5.00,0,0,18 Mar 25.50 (SNAP1802O25.5-Y),0.0,0.0,3.00,8.00,0,5,
18 Mar 26.00 (SNAP1802C26),0.11,0.0,0.05,0.14,0,67,18 Mar 26.00 (SNAP1802O26),0.0,0.0,4.00,7.80,0,0,
18 Mar 26.00 (SNAP1802C26-3),0.11,0.0,0.0,2.18,0,67,18 Mar 26.00 (SNAP1802O26-3),0.0,0.0,3.50,7.80,0,0,
18 Mar 26.00 (SNAP1802C26-4),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-4),0.0,0.0,3.75,8.05,0,0,
18 Mar 26.00 (SNAP1802C26-8),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-8),0.0,0.0,3.50,8.40,0,0,
18 Mar 26.00 (SNAP1802C26-A),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-A),0.0,0.0,4.00,8.00,0,0,
18 Mar 26.00 (SNAP1802C26-B),0.0,0.0,0.0,0.15,0,67,18 Mar 26.00 (SNAP1802O26-B),0.0,0.0,3.50,8.20,0,0,
18 Mar 26.00 (SNAP1802C26-E),0.13,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-E),0.0,0.0,4.00,8.00,0,0,
18 Mar 26.00 (SNAP1802C26-I),0.13,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-I),0.0,0.0,4.00,7.80,0,0,
18 Mar 26.00 (SNAP1802C26-J),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-J),0.0,0.0,3.50,8.20,0,0,
18 Mar 26.00 (SNAP1802C26-K),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-K),0.0,0.0,3.50,8.40,0,0,
18 Mar 26.00 (SNAP1802C26-O),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-O),0.0,0.0,3.75,8.05,0,0,
18 Mar 26.00 (SNAP1802C26-OG),0.0,0.0,0.05,0.14,0,67,18 Mar 26.00 (SNAP1802O26-OG),0.0,0.0,3.40,8.40,0,0,
18 Mar 26.00 (SNAP1802C26-P),0.0,0.0,0.05,0.14,0,67,18 Mar 26.00 (SNAP1802O26-P),0.0,0.0,3.50,8.00,0,0,
18 Mar 26.00 (SNAP1802C26-S),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-S),0.0,0.0,3.75,8.40,0,0,
18 Mar 26.00 (SNAP1802C26-X),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-X),0.0,0.0,3.65,8.10,0,0,
18 Mar 26.00 (SNAP1802C26-Y),0.0,0.0,0.0,0.14,0,67,18 Mar 26.00 (SNAP1802O26-Y),0.0,0.0,3.50,8.50,0,0,
18 Mar 26.50 (SNAP1802C26.5),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5),6.12,-1.18,5.90,8.10,20,20,
18 Mar 26.50 (SNAP1802C26.5-3),0.0,0.0,0.0,2.17,0,0,18 Mar 26.50 (SNAP1802O26.5-3),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-4),0.0,0.0,0.0,0.17,0,0,18 Mar 26.50 (SNAP1802O26.5-4),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-8),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-8),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-A),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-A),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-B),0.0,0.0,0.0,2.18,0,0,18 Mar 26.50 (SNAP1802O26.5-B),0.0,0.0,4.50,8.60,0,20,
18 Mar 26.50 (SNAP1802C26.5-E),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-E),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-I),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-I),7.30,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-J),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-J),0.0,0.0,5.90,8.10,0,20,
18 Mar 26.50 (SNAP1802C26.5-K),0.0,0.0,0.0,5.00,0,0,18 Mar 26.50 (SNAP1802O26.5-K),0.0,0.0,5.90,9.00,0,20,
18 Mar 26.50 (SNAP1802C26.5-O),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-O),0.0,0.0,5.90,8.30,0,20,
18 Mar 26.50 (SNAP1802C26.5-OG),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-OG),0.0,0.0,4.50,9.50,0,20,
18 Mar 26.50 (SNAP1802C26.5-P),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-P),0.0,0.0,5.90,8.40,0,20,
18 Mar 26.50 (SNAP1802C26.5-S),0.0,0.0,0.0,0.09,0,0,18 Mar 26.50 (SNAP1802O26.5-S),0.0,0.0,5.90,8.80,0,20,
18 Mar 26.50 (SNAP1802C26.5-X),0.0,0.0,0.0,0.14,0,0,18 Mar 26.50 (SNAP1802O26.5-X),6.12,0.0,5.90,8.10,20,20,
18 Mar 26.50 (SNAP1802C26.5-Y),0.0,0.0,0.0,5.00,0,0,18 Mar 26.50 (SNAP1802O26.5-Y),0.0,0.0,5.90,9.00,0,20,
18 Mar 27.00 (SNAP1802C27),0.0,0.0,0.0,0.10,0,0,18 Mar 27.00 (SNAP1802O27),0.0,0.0,6.40,8.80,0,0,
18 Mar 27.00 (SNAP1802C27-3),0.0,0.0,0.0,2.16,0,0,18 Mar 27.00 (SNAP1802O27-3),0.0,0.0,4.50,8.80,0,0,
18 Mar 27.00 (SNAP1802C27-4),0.0,0.0,0.0,0.18,0,0,18 Mar 27.00 (SNAP1802O27-4),0.0,0.0,6.40,9.00,0,0,
