GM (GENERAL MOTORS COMPANY),41.09,-0.76,
Feb 18 2018 @ 16:17 ET,Bid,41.08,Ask,41.09,Size,0x0,Vol,14871775,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 37.00 (GM1802C37-4),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-4),0.0,0.0,0.0,0.12,0,28,
18 Mar 37.00 (GM1802C37-8),0.0,0.0,2.27,6.20,0,0,18 Mar 37.00 (GM1802O37-8),0.12,0.0,0.01,0.12,0,28,
18 Mar 37.00 (GM1802C37-A),0.0,0.0,0.0,0.0,0,0,18 Mar 37.00 (GM1802O37-A),0.0,0.0,0.05,0.09,0,28,
18 Mar 37.00 (GM1802C37-B),0.0,0.0,1.90,6.20,0,0,18 Mar 37.00 (GM1802O37-B),0.0,0.0,0.0,0.35,0,28,
18 Mar 37.00 (GM1802C37-E),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-E),0.36,0.0,0.01,0.12,0,28,
18 Mar 37.00 (GM1802C37-I),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-I),0.0,0.0,0.05,0.08,0,28,
18 Mar 37.00 (GM1802C37-J),0.0,0.0,2.94,4.55,0,0,18 Mar 37.00 (GM1802O37-J),0.0,0.0,0.0,0.17,0,28,
18 Mar 37.00 (GM1802C37-K),0.0,0.0,1.50,6.20,0,0,18 Mar 37.00 (GM1802O37-K),0.0,0.0,0.0,5.00,0,28,
18 Mar 37.00 (GM1802C37-O),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-O),0.14,0.0,0.05,0.08,0,28,
18 Mar 37.00 (GM1802C37-OG),0.0,0.0,1.20,6.20,0,0,18 Mar 37.00 (GM1802O37-OG),0.0,0.0,0.0,2.19,0,28,
18 Mar 37.00 (GM1802C37-P),0.0,0.0,0.0,0.0,0,0,18 Mar 37.00 (GM1802O37-P),0.0,0.0,0.05,0.08,0,28,
18 Mar 37.00 (GM1802C37-S),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-S),0.0,0.0,0.04,0.08,0,28,
18 Mar 37.00 (GM1802C37-X),0.0,0.0,2.97,4.35,0,0,18 Mar 37.00 (GM1802O37-X),0.0,0.0,0.01,0.12,0,28,
18 Mar 37.00 (GM1802C37-Y),0.0,0.0,1.50,6.50,0,0,18 Mar 37.00 (GM1802O37-Y),0.0,0.0,0.0,5.00,0,28,
18 Mar 37.50 (GM1802C37.5),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5),0.06,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-3),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-3),0.14,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-4),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-4),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-8),0.0,0.0,3.20,4.30,0,0,18 Mar 37.50 (GM1802O37.5-8),0.06,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-A),0.0,0.0,0.0,0.0,0,0,18 Mar 37.50 (GM1802O37.5-A),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-B),0.0,0.0,3.15,4.30,0,0,18 Mar 37.50 (GM1802O37.5-B),0.0,0.0,0.0,0.38,0,15,
18 Mar 37.50 (GM1802C37.5-E),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-E),0.17,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-I),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-I),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-J),0.0,0.0,3.05,4.50,0,0,18 Mar 37.50 (GM1802O37.5-J),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-K),0.0,0.0,1.50,6.25,0,0,18 Mar 37.50 (GM1802O37.5-K),0.0,0.0,0.05,5.00,0,15,
18 Mar 37.50 (GM1802C37.5-O),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-O),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-OG),0.0,0.0,1.28,6.25,0,0,18 Mar 37.50 (GM1802O37.5-OG),0.0,0.0,0.0,2.21,0,15,
18 Mar 37.50 (GM1802C37.5-P),0.0,0.0,0.0,0.0,0,0,18 Mar 37.50 (GM1802O37.5-P),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-S),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-S),0.0,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-X),0.0,0.0,3.25,4.30,0,0,18 Mar 37.50 (GM1802O37.5-X),0.34,0.0,0.05,0.09,0,15,
18 Mar 37.50 (GM1802C37.5-Y),0.0,0.0,1.50,6.50,0,0,18 Mar 37.50 (GM1802O37.5-Y),0.0,0.0,0.05,0.09,0,15,
18 Mar 38.00 (GM1802C38),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38),0.0,0.0,0.08,0.11,0,0,
18 Mar 38.00 (GM1802C38-3),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-3),0.0,0.0,0.08,0.21,0,0,
18 Mar 38.00 (GM1802C38-4),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-4),0.0,0.0,0.08,0.17,0,0,
18 Mar 38.00 (GM1802C38-8),0.0,0.0,2.68,3.90,0,0,18 Mar 38.00 (GM1802O38-8),0.0,0.0,0.08,0.17,0,0,
18 Mar 38.00 (GM1802C38-A),0.0,0.0,0.0,0.0,0,0,18 Mar 38.00 (GM1802O38-A),0.0,0.0,0.0,0.0,0,0,
18 Mar 38.00 (GM1802C38-B),0.0,0.0,2.63,3.85,0,0,18 Mar 38.00 (GM1802O38-B),0.0,0.0,0.0,0.42,0,0,
18 Mar 38.00 (GM1802C38-E),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-E),0.0,0.0,0.08,0.17,0,0,
18 Mar 38.00 (GM1802C38-I),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-I),0.0,0.0,0.08,0.11,0,0,
18 Mar 38.00 (GM1802C38-J),0.0,0.0,2.58,3.75,0,0,18 Mar 38.00 (GM1802O38-J),0.0,0.0,0.08,0.21,0,0,
18 Mar 38.00 (GM1802C38-K),0.0,0.0,0.73,5.50,0,0,18 Mar 38.00 (GM1802O38-K),0.0,0.0,0.08,5.00,0,0,
18 Mar 38.00 (GM1802C38-O),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-O),0.0,0.0,0.08,0.11,0,0,
18 Mar 38.00 (GM1802C38-OG),0.0,0.0,0.73,5.70,0,0,18 Mar 38.00 (GM1802O38-OG),0.0,0.0,0.0,2.24,0,0,
18 Mar 38.00 (GM1802C38-P),0.0,0.0,0.0,0.0,0,0,18 Mar 38.00 (GM1802O38-P),0.0,0.0,0.0,0.0,0,0,
18 Mar 38.00 (GM1802C38-S),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-S),0.0,0.0,0.08,0.11,0,0,
18 Mar 38.00 (GM1802C38-X),0.0,0.0,2.72,3.65,0,0,18 Mar 38.00 (GM1802O38-X),0.0,0.0,0.08,0.17,0,0,
18 Mar 38.00 (GM1802C38-Y),0.0,0.0,0.50,5.50,0,0,18 Mar 38.00 (GM1802O38-Y),0.0,0.0,0.08,5.00,0,0,
18 Mar 38.50 (GM1802C38.5),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5),0.19,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-3),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-3),0.0,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-4),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-4),0.65,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-8),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-8),0.0,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-A),0.0,0.0,0.0,0.0,0,0,18 Mar 38.50 (GM1802O38.5-A),0.0,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-B),0.0,0.0,2.17,3.40,0,0,18 Mar 38.50 (GM1802O38.5-B),0.0,0.0,0.0,0.21,0,71,
18 Mar 38.50 (GM1802C38.5-E),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-E),0.36,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-I),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-I),0.0,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-J),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-J),0.0,0.0,0.11,0.25,0,71,
18 Mar 38.50 (GM1802C38.5-K),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-K),0.0,0.0,0.11,5.00,0,71,
18 Mar 38.50 (GM1802C38.5-O),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-O),0.34,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-OG),0.0,0.0,0.24,5.20,0,0,18 Mar 38.50 (GM1802O38.5-OG),0.41,0.0,0.0,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-P),0.0,0.0,0.0,0.0,0,0,18 Mar 38.50 (GM1802O38.5-P),0.19,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-S),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-S),0.41,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-X),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-X),0.36,0.0,0.11,0.15,0,71,
18 Mar 38.50 (GM1802C38.5-Y),0.0,0.0,2.26,3.05,0,0,18 Mar 38.50 (GM1802O38.5-Y),0.0,0.0,0.11,0.15,0,71,
18 Mar 39.00 (GM1802C39),3.18,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39),0.23,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-3),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-3),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-4),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-4),0.03,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-8),3.18,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-8),0.23,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-A),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-A),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-B),0.0,0.0,1.79,3.00,0,41,18 Mar 39.00 (GM1802O39-B),0.0,0.0,0.0,0.53,0,28,
18 Mar 39.00 (GM1802C39-E),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-E),0.23,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-I),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-I),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-J),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-J),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-K),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-K),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-O),4.50,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-O),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-OG),3.20,0.0,0.0,5.00,0,41,18 Mar 39.00 (GM1802O39-OG),0.70,0.0,0.0,0.21,0,28,
18 Mar 39.00 (GM1802C39-P),4.70,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-P),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-S),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-S),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-X),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-X),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.00 (GM1802C39-Y),0.0,0.0,2.26,2.67,0,41,18 Mar 39.00 (GM1802O39-Y),0.0,0.0,0.17,0.21,0,28,
18 Mar 39.50 (GM1802C39.5),4.10,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5),0.26,+0.06,0.26,0.29,69,218,
18 Mar 39.50 (GM1802C39.5-3),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-3),0.0,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-4),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-4),0.66,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-8),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-8),0.22,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-A),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-A),0.27,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-B),0.0,0.0,1.36,2.59,0,1,18 Mar 39.50 (GM1802O39.5-B),0.0,0.0,0.0,0.62,0,218,
18 Mar 39.50 (GM1802C39.5-E),4.10,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-E),0.65,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-I),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-I),0.27,0.0,0.25,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-J),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-J),0.0,0.0,0.17,0.39,0,218,
18 Mar 39.50 (GM1802C39.5-K),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-K),0.0,0.0,0.0,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-O),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-O),0.26,-0.49,0.26,0.29,53,218,
18 Mar 39.50 (GM1802C39.5-OG),0.0,0.0,1.81,2.28,0,1,18 Mar 39.50 (GM1802O39.5-OG),0.0,0.0,0.0,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-P),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-P),0.27,-0.67,0.26,0.29,16,218,
18 Mar 39.50 (GM1802C39.5-S),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-S),1.09,0.0,0.26,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-X),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-X),0.20,0.0,0.25,0.29,0,218,
18 Mar 39.50 (GM1802C39.5-Y),0.0,0.0,1.81,2.26,0,1,18 Mar 39.50 (GM1802O39.5-Y),0.0,0.0,0.26,0.29,0,218,
18 Mar 40.00 (GM1802C40),1.67,-0.35,1.49,1.53,14,77,18 Mar 40.00 (GM1802O40),0.41,+0.13,0.37,0.40,93,1539,
18 Mar 40.00 (GM1802C40-3),1.64,0.0,1.45,1.53,0,77,18 Mar 40.00 (GM1802O40-3),0.70,0.0,0.37,0.45,0,1539,
18 Mar 40.00 (GM1802C40-4),1.67,-2.76,1.47,1.53,1,77,18 Mar 40.00 (GM1802O40-4),0.46,0.0,0.36,0.40,0,1539,
18 Mar 40.00 (GM1802C40-8),0.0,0.0,1.46,1.53,0,77,18 Mar 40.00 (GM1802O40-8),0.28,0.0,0.37,0.41,0,1539,
18 Mar 40.00 (GM1802C40-A),0.0,0.0,1.46,1.53,0,77,18 Mar 40.00 (GM1802O40-A),1.15,0.0,0.37,0.40,0,1539,
18 Mar 40.00 (GM1802C40-B),3.87,0.0,1.03,2.14,0,77,18 Mar 40.00 (GM1802O40-B),0.0,0.0,0.03,0.73,0,1539,
18 Mar 40.00 (GM1802C40-E),1.80,+0.02,1.47,1.55,6,77,18 Mar 40.00 (GM1802O40-E),0.41,-0.08,0.37,0.41,15,1539,
18 Mar 40.00 (GM1802C40-I),2.30,+0.28,1.49,1.54,6,77,18 Mar 40.00 (GM1802O40-I),0.40,0.0,0.37,0.40,3,1539,
18 Mar 40.00 (GM1802C40-J),0.0,0.0,1.34,1.66,0,77,18 Mar 40.00 (GM1802O40-J),0.0,0.0,0.28,0.51,0,1539,
18 Mar 40.00 (GM1802C40-K),0.0,0.0,0.0,5.00,0,77,18 Mar 40.00 (GM1802O40-K),0.0,0.0,0.0,5.00,0,1539,
18 Mar 40.00 (GM1802C40-O),2.45,+0.29,1.49,1.53,1,77,18 Mar 40.00 (GM1802O40-O),0.40,+0.10,0.37,0.40,55,1539,
18 Mar 40.00 (GM1802C40-OG),3.40,0.0,0.0,5.00,0,77,18 Mar 40.00 (GM1802O40-OG),1.17,0.0,0.0,0.40,0,1539,
18 Mar 40.00 (GM1802C40-P),1.94,0.0,1.49,1.53,0,77,18 Mar 40.00 (GM1802O40-P),1.14,0.0,0.37,0.40,0,1539,
18 Mar 40.00 (GM1802C40-S),1.94,0.0,1.45,1.53,0,77,18 Mar 40.00 (GM1802O40-S),0.17,-0.12,0.37,0.40,20,1539,
18 Mar 40.00 (GM1802C40-X),1.58,0.0,1.46,1.53,0,77,18 Mar 40.00 (GM1802O40-X),0.45,0.0,0.37,0.40,0,1539,
18 Mar 40.00 (GM1802C40-Y),2.42,0.0,0.0,1.53,0,77,18 Mar 40.00 (GM1802O40-Y),0.55,0.0,0.0,5.00,0,1539,
18 Mar 40.50 (GM1802C40.5),1.19,-0.32,1.15,1.18,126,58,18 Mar 40.50 (GM1802O40.5),0.52,+0.11,0.52,0.55,18,184,
18 Mar 40.50 (GM1802C40.5-3),0.0,0.0,1.10,1.25,0,58,18 Mar 40.50 (GM1802O40.5-3),0.66,0.0,0.52,0.60,0,184,
18 Mar 40.50 (GM1802C40.5-4),0.0,0.0,1.12,1.18,0,58,18 Mar 40.50 (GM1802O40.5-4),0.52,+0.11,0.52,0.55,1,184,
18 Mar 40.50 (GM1802C40.5-8),1.61,0.0,1.12,1.18,0,58,18 Mar 40.50 (GM1802O40.5-8),0.0,0.0,0.52,0.55,0,184,
18 Mar 40.50 (GM1802C40.5-A),1.51,0.0,1.13,1.21,0,58,18 Mar 40.50 (GM1802O40.5-A),0.43,0.0,0.52,0.56,0,184,
18 Mar 40.50 (GM1802C40.5-B),3.58,0.0,0.71,1.74,0,58,18 Mar 40.50 (GM1802O40.5-B),0.96,0.0,0.15,0.91,0,184,
18 Mar 40.50 (GM1802C40.5-E),1.59,0.0,1.13,1.20,0,58,18 Mar 40.50 (GM1802O40.5-E),1.60,0.0,0.52,0.56,0,184,
18 Mar 40.50 (GM1802C40.5-I),1.22,-0.05,1.15,1.20,7,58,18 Mar 40.50 (GM1802O40.5-I),0.37,0.0,0.51,0.55,0,184,
18 Mar 40.50 (GM1802C40.5-J),0.0,0.0,1.00,1.30,0,58,18 Mar 40.50 (GM1802O40.5-J),0.0,0.0,0.52,0.66,0,184,
18 Mar 40.50 (GM1802C40.5-K),0.0,0.0,0.0,5.00,0,58,18 Mar 40.50 (GM1802O40.5-K),0.0,0.0,0.52,5.00,0,184,
18 Mar 40.50 (GM1802C40.5-O),1.21,-0.22,1.15,1.18,15,58,18 Mar 40.50 (GM1802O40.5-O),0.39,-0.03,0.51,0.55,5,184,
18 Mar 40.50 (GM1802C40.5-OG),1.19,0.0,0.0,5.00,15,58,18 Mar 40.50 (GM1802O40.5-OG),0.0,0.0,0.0,0.55,0,184,
18 Mar 40.50 (GM1802C40.5-P),1.76,0.0,1.15,1.18,88,58,18 Mar 40.50 (GM1802O40.5-P),0.50,0.0,0.52,0.55,0,184,
18 Mar 40.50 (GM1802C40.5-S),0.0,0.0,1.13,1.18,0,58,18 Mar 40.50 (GM1802O40.5-S),0.51,+0.27,0.52,0.55,12,184,
18 Mar 40.50 (GM1802C40.5-X),1.13,-0.27,1.12,1.20,1,58,18 Mar 40.50 (GM1802O40.5-X),0.39,0.0,0.52,0.57,0,184,
18 Mar 40.50 (GM1802C40.5-Y),0.0,0.0,0.0,5.00,0,58,18 Mar 40.50 (GM1802O40.5-Y),0.0,0.0,0.0,0.55,0,184,
18 Mar 41.00 (GM1802C41),0.90,-0.31,0.84,0.87,12,103,18 Mar 41.00 (GM1802O41),0.69,+0.12,0.72,0.75,86,221,
18 Mar 41.00 (GM1802C41-3),1.90,0.0,0.80,0.95,0,103,18 Mar 41.00 (GM1802O41-3),0.76,0.0,0.70,0.80,0,221,
18 Mar 41.00 (GM1802C41-4),1.85,0.0,0.83,0.87,0,103,18 Mar 41.00 (GM1802O41-4),0.96,0.0,0.72,0.75,0,221,
18 Mar 41.00 (GM1802C41-8),1.53,0.0,0.84,0.89,0,103,18 Mar 41.00 (GM1802O41-8),0.58,0.0,0.72,0.77,0,221,
18 Mar 41.00 (GM1802C41-A),0.0,0.0,0.84,0.89,0,103,18 Mar 41.00 (GM1802O41-A),0.73,0.0,0.72,0.78,0,221,
18 Mar 41.00 (GM1802C41-B),0.0,0.0,0.45,1.37,0,103,18 Mar 41.00 (GM1802O41-B),0.71,+0.06,0.30,1.13,10,221,
18 Mar 41.00 (GM1802C41-E),1.78,0.0,0.84,0.90,0,103,18 Mar 41.00 (GM1802O41-E),0.44,-0.13,0.72,0.77,2,221,
18 Mar 41.00 (GM1802C41-I),1.60,+0.50,0.84,0.89,2,103,18 Mar 41.00 (GM1802O41-I),0.58,0.0,0.72,0.75,0,221,
18 Mar 41.00 (GM1802C41-J),0.0,0.0,0.72,0.99,0,103,18 Mar 41.00 (GM1802O41-J),0.0,0.0,0.61,0.87,0,221,
18 Mar 41.00 (GM1802C41-K),0.0,0.0,0.0,5.00,0,103,18 Mar 41.00 (GM1802O41-K),0.0,0.0,0.0,5.00,0,221,
18 Mar 41.00 (GM1802C41-O),1.21,0.0,0.84,0.89,0,103,18 Mar 41.00 (GM1802O41-O),0.54,+0.06,0.72,0.75,15,221,
18 Mar 41.00 (GM1802C41-OG),0.0,0.0,0.0,5.00,0,103,18 Mar 41.00 (GM1802O41-OG),0.39,-0.61,0.0,2.88,10,221,
18 Mar 41.00 (GM1802C41-P),1.62,0.0,0.84,0.87,0,103,18 Mar 41.00 (GM1802O41-P),0.60,0.0,0.72,0.75,0,221,
18 Mar 41.00 (GM1802C41-S),0.0,0.0,0.84,0.89,0,103,18 Mar 41.00 (GM1802O41-S),0.57,-0.33,0.72,0.77,15,221,
18 Mar 41.00 (GM1802C41-X),0.90,-0.31,0.83,0.90,10,103,18 Mar 41.00 (GM1802O41-X),0.69,-0.06,0.72,0.77,34,221,
18 Mar 41.00 (GM1802C41-Y),0.0,0.0,0.0,5.00,0,103,18 Mar 41.00 (GM1802O41-Y),0.0,0.0,0.0,2.00,0,221,
18 Mar 41.50 (GM1802C41.5),0.64,-0.28,0.60,0.63,12,151,18 Mar 41.50 (GM1802O41.5),1.00,+0.33,0.98,1.01,150,163,
18 Mar 41.50 (GM1802C41.5-3),0.61,-0.22,0.55,0.63,4,151,18 Mar 41.50 (GM1802O41.5-3),0.96,+0.29,0.95,1.05,6,163,
18 Mar 41.50 (GM1802C41.5-4),0.86,0.0,0.58,0.63,0,151,18 Mar 41.50 (GM1802O41.5-4),0.69,+0.02,0.97,1.02,5,163,
18 Mar 41.50 (GM1802C41.5-8),0.84,0.0,0.59,0.63,0,151,18 Mar 41.50 (GM1802O41.5-8),1.05,+0.27,0.97,1.03,5,163,
18 Mar 41.50 (GM1802C41.5-A),0.89,0.0,0.59,0.63,0,151,18 Mar 41.50 (GM1802O41.5-A),1.05,+0.36,0.97,1.04,14,163,
18 Mar 41.50 (GM1802C41.5-B),1.13,0.0,0.22,1.08,0,151,18 Mar 41.50 (GM1802O41.5-B),0.77,0.0,0.49,1.41,0,163,
18 Mar 41.50 (GM1802C41.5-E),0.60,-0.17,0.58,0.64,4,151,18 Mar 41.50 (GM1802O41.5-E),1.01,+0.30,0.97,1.02,13,163,
18 Mar 41.50 (GM1802C41.5-I),0.74,0.0,0.60,0.64,0,151,18 Mar 41.50 (GM1802O41.5-I),0.96,+0.28,0.97,1.01,10,163,
18 Mar 41.50 (GM1802C41.5-J),0.0,0.0,0.49,0.74,0,151,18 Mar 41.50 (GM1802O41.5-J),0.67,0.0,0.85,1.14,0,163,
18 Mar 41.50 (GM1802C41.5-K),0.0,0.0,0.0,5.00,0,151,18 Mar 41.50 (GM1802O41.5-K),0.0,0.0,0.0,5.00,0,163,
18 Mar 41.50 (GM1802C41.5-O),0.92,0.0,0.60,0.64,0,151,18 Mar 41.50 (GM1802O41.5-O),1.03,+0.27,0.97,1.01,20,163,
18 Mar 41.50 (GM1802C41.5-OG),0.0,0.0,0.0,5.00,0,151,18 Mar 41.50 (GM1802O41.5-OG),0.96,0.0,0.0,3.15,2,163,
18 Mar 41.50 (GM1802C41.5-P),1.05,0.0,0.60,0.63,0,151,18 Mar 41.50 (GM1802O41.5-P),1.04,-0.43,0.98,1.01,62,163,
18 Mar 41.50 (GM1802C41.5-S),0.0,0.0,0.60,0.63,0,151,18 Mar 41.50 (GM1802O41.5-S),0.48,-1.32,0.97,1.04,3,163,
18 Mar 41.50 (GM1802C41.5-X),0.64,-0.35,0.59,0.64,4,151,18 Mar 41.50 (GM1802O41.5-X),1.00,+0.46,0.97,1.03,10,163,
18 Mar 41.50 (GM1802C41.5-Y),0.0,0.0,0.0,5.00,0,151,18 Mar 41.50 (GM1802O41.5-Y),0.82,0.0,0.0,5.00,0,163,
18 Mar 42.00 (GM1802C42),0.43,-0.33,0.41,0.44,169,481,18 Mar 42.00 (GM1802O42),1.25,+0.36,1.28,1.31,25,804,
18 Mar 42.00 (GM1802C42-3),0.44,-0.17,0.35,0.50,2,481,18 Mar 42.00 (GM1802O42-3),1.13,0.0,1.28,1.40,0,804,
18 Mar 42.00 (GM1802C42-4),0.91,0.0,0.40,0.44,0,481,18 Mar 42.00 (GM1802O42-4),1.25,+0.30,1.28,1.34,1,804,
18 Mar 42.00 (GM1802C42-8),0.86,+0.26,0.40,0.45,1,481,18 Mar 42.00 (GM1802O42-8),2.12,0.0,1.28,1.36,0,804,
18 Mar 42.00 (GM1802C42-A),0.48,-0.71,0.39,0.45,5,481,18 Mar 42.00 (GM1802O42-A),0.92,0.0,1.28,1.36,0,804,
18 Mar 42.00 (GM1802C42-B),2.43,0.0,0.05,0.83,0,481,18 Mar 42.00 (GM1802O42-B),0.74,-0.27,0.74,1.75,1,804,
18 Mar 42.00 (GM1802C42-E),0.48,-0.28,0.39,0.45,41,481,18 Mar 42.00 (GM1802O42-E),0.84,-0.12,1.28,1.34,1,804,
18 Mar 42.00 (GM1802C42-I),0.65,0.0,0.41,0.45,0,481,18 Mar 42.00 (GM1802O42-I),0.92,0.0,1.27,1.32,0,804,
