GM (GENERAL MOTORS COMPANY),41.09,-0.76,
Feb 18 2018 @ 16:17 ET,Bid,41.08,Ask,41.09,Size,0x0,Vol,14871775,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 49.00 (GM1816C49-I),0.03,0.0,0.01,0.04,0,44090,18 Mar 49.00 (GM1816O49-I),6.96,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-J),0.06,0.0,0.0,0.04,0,44090,18 Mar 49.00 (GM1816O49-J),0.0,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-K),1.37,0.0,0.0,0.04,0,44090,18 Mar 49.00 (GM1816O49-K),0.0,0.0,5.70,10.50,0,105,
18 Mar 49.00 (GM1816C49-O),0.02,0.0,0.01,0.04,0,44090,18 Mar 49.00 (GM1816O49-O),5.45,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-OG),0.02,0.0,0.0,0.04,0,44090,18 Mar 49.00 (GM1816O49-OG),0.0,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-P),0.02,0.0,0.01,0.04,0,44090,18 Mar 49.00 (GM1816O49-P),5.80,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-S),0.02,0.0,0.01,0.04,0,44090,18 Mar 49.00 (GM1816O49-S),5.75,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-X),0.04,0.0,0.0,0.04,0,44090,18 Mar 49.00 (GM1816O49-X),6.95,0.0,8.05,8.35,0,105,
18 Mar 49.00 (GM1816C49-Y),0.06,0.0,0.0,0.04,0,44090,18 Mar 49.00 (GM1816O49-Y),0.0,0.0,5.50,10.50,0,105,
18 Mar 50.00 (GM1816C50),0.02,0.0,0.02,0.08,5,5112,18 Mar 50.00 (GM1816O50),8.25,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-3),0.07,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-3),8.20,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-4),0.20,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-4),6.22,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-8),0.02,0.0,0.0,0.08,3,5112,18 Mar 50.00 (GM1816O50-8),6.62,0.0,8.75,9.55,0,114,
18 Mar 50.00 (GM1816C50-A),0.19,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-A),7.90,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-B),0.08,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-B),0.0,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-E),0.06,+0.03,0.0,0.08,2,5112,18 Mar 50.00 (GM1816O50-E),6.61,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-I),0.05,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-I),7.00,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-J),0.08,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-J),0.0,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-K),0.0,0.0,0.0,5.00,0,5112,18 Mar 50.00 (GM1816O50-K),0.0,0.0,6.70,11.50,0,114,
18 Mar 50.00 (GM1816C50-O),0.03,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-O),6.45,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-OG),0.15,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-OG),8.30,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-P),0.08,0.0,0.01,0.08,0,5112,18 Mar 50.00 (GM1816O50-P),8.00,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-S),0.05,0.0,0.02,0.08,0,5112,18 Mar 50.00 (GM1816O50-S),9.30,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-X),0.08,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-X),8.25,0.0,9.05,9.35,0,114,
18 Mar 50.00 (GM1816C50-Y),0.20,0.0,0.0,0.08,0,5112,18 Mar 50.00 (GM1816O50-Y),6.61,0.0,8.80,9.60,0,114,
18 Mar 55.00 (GM1816C55),0.01,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55),13.65,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-3),0.05,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-3),13.65,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-4),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-4),11.38,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-8),0.01,0.0,0.0,0.09,0,547,18 Mar 55.00 (GM1816O55-8),0.0,0.0,13.85,14.85,0,455,
18 Mar 55.00 (GM1816C55-A),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-A),13.95,0.0,13.85,14.40,0,455,
18 Mar 55.00 (GM1816C55-B),0.08,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-B),11.27,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-E),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-E),14.00,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-I),0.03,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-I),14.00,0.0,14.10,14.45,0,455,
18 Mar 55.00 (GM1816C55-J),0.23,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-J),0.0,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-K),0.0,0.0,0.0,5.00,0,547,18 Mar 55.00 (GM1816O55-K),0.0,0.0,11.75,16.50,0,455,
18 Mar 55.00 (GM1816C55-O),0.09,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-O),11.15,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-OG),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-OG),0.0,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-P),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-P),12.65,0.0,14.05,14.40,0,455,
18 Mar 55.00 (GM1816C55-S),0.04,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-S),11.65,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-X),0.08,0.0,0.0,0.05,0,547,18 Mar 55.00 (GM1816O55-X),13.65,0.0,14.10,14.40,0,455,
18 Mar 55.00 (GM1816C55-Y),0.0,0.0,0.0,0.03,0,547,18 Mar 55.00 (GM1816O55-Y),0.0,0.0,13.85,14.40,0,455,
18 Mar 60.00 (GM1816C60),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60),18.35,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-3),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-3),17.75,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-4),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-4),0.0,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-8),0.05,0.0,0.0,0.07,0,1212,18 Mar 60.00 (GM1816O60-8),18.30,0.0,18.50,20.40,0,231,
18 Mar 60.00 (GM1816C60-A),0.12,0.0,0.0,0.0,0,1212,18 Mar 60.00 (GM1816O60-A),17.75,0.0,18.90,19.80,0,231,
18 Mar 60.00 (GM1816C60-B),0.12,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-B),0.0,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-E),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-E),17.75,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-I),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-I),19.10,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-J),0.0,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-J),0.0,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-K),0.05,0.0,0.0,5.00,0,1212,18 Mar 60.00 (GM1816O60-K),0.0,0.0,17.00,21.80,0,231,
18 Mar 60.00 (GM1816C60-O),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-O),18.95,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-OG),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-OG),0.0,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-P),0.05,0.0,0.0,0.0,0,1212,18 Mar 60.00 (GM1816O60-P),17.75,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-S),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-S),0.0,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-X),0.05,0.0,0.0,0.04,0,1212,18 Mar 60.00 (GM1816O60-X),18.35,0.0,19.05,19.55,0,231,
18 Mar 60.00 (GM1816C60-Y),0.05,0.0,0.0,0.03,0,1212,18 Mar 60.00 (GM1816O60-Y),0.0,0.0,18.80,19.55,0,231,
18 Mar 30.00 (GM1823C30),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-3),0.0,0.0,10.35,12.30,0,0,18 Mar 30.00 (GM1823O30-3),0.0,0.0,0.0,0.33,0,0,
18 Mar 30.00 (GM1823C30-4),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-4),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-8),0.0,0.0,9.05,13.45,0,0,18 Mar 30.00 (GM1823O30-8),0.0,0.0,0.0,0.25,0,0,
18 Mar 30.00 (GM1823C30-A),0.0,0.0,9.05,13.50,0,0,18 Mar 30.00 (GM1823O30-A),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-B),0.0,0.0,8.85,13.50,0,0,18 Mar 30.00 (GM1823O30-B),0.0,0.0,0.0,0.25,0,0,
18 Mar 30.00 (GM1823C30-E),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-E),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-I),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-I),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-J),0.0,0.0,10.35,12.30,0,0,18 Mar 30.00 (GM1823O30-J),0.0,0.0,0.0,0.33,0,0,
18 Mar 30.00 (GM1823C30-K),0.0,0.0,8.85,13.50,0,0,18 Mar 30.00 (GM1823O30-K),0.0,0.0,0.0,5.00,0,0,
18 Mar 30.00 (GM1823C30-O),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-O),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-OG),0.0,0.0,8.85,13.85,0,0,18 Mar 30.00 (GM1823O30-OG),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-P),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-P),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-S),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-S),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-X),0.0,0.0,10.55,12.10,0,0,18 Mar 30.00 (GM1823O30-X),0.0,0.0,0.0,0.13,0,0,
18 Mar 30.00 (GM1823C30-Y),0.0,0.0,8.50,13.50,0,0,18 Mar 30.00 (GM1823O30-Y),0.0,0.0,0.0,5.00,0,0,
18 Mar 34.00 (GM1823C34),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34),0.09,+0.01,0.07,0.09,23,0,
18 Mar 34.00 (GM1823C34-3),0.0,0.0,6.60,8.20,0,0,18 Mar 34.00 (GM1823O34-3),0.0,0.0,0.0,0.16,0,0,
18 Mar 34.00 (GM1823C34-4),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-4),0.08,0.0,0.07,0.12,3,0,
18 Mar 34.00 (GM1823C34-8),0.0,0.0,5.20,9.60,0,0,18 Mar 34.00 (GM1823O34-8),0.0,0.0,0.07,0.10,0,0,
18 Mar 34.00 (GM1823C34-A),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-A),0.0,0.0,0.06,0.12,0,0,
18 Mar 34.00 (GM1823C34-B),0.0,0.0,5.00,9.60,0,0,18 Mar 34.00 (GM1823O34-B),0.0,0.0,0.0,0.41,0,0,
18 Mar 34.00 (GM1823C34-E),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-E),0.09,0.0,0.04,0.12,20,0,
18 Mar 34.00 (GM1823C34-I),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-I),0.0,0.0,0.07,0.09,0,0,
18 Mar 34.00 (GM1823C34-J),0.0,0.0,6.60,8.20,0,0,18 Mar 34.00 (GM1823O34-J),0.0,0.0,0.0,0.16,0,0,
18 Mar 34.00 (GM1823C34-K),0.0,0.0,5.00,9.90,0,0,18 Mar 34.00 (GM1823O34-K),0.0,0.0,0.0,5.00,0,0,
18 Mar 34.00 (GM1823C34-O),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-O),0.0,0.0,0.07,0.09,0,0,
18 Mar 34.00 (GM1823C34-OG),0.0,0.0,4.90,9.90,0,0,18 Mar 34.00 (GM1823O34-OG),0.0,0.0,0.0,2.20,0,0,
18 Mar 34.00 (GM1823C34-P),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-P),0.0,0.0,0.07,0.09,0,0,
18 Mar 34.00 (GM1823C34-S),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-S),0.0,0.0,0.07,0.12,0,0,
18 Mar 34.00 (GM1823C34-X),0.0,0.0,6.80,8.00,0,0,18 Mar 34.00 (GM1823O34-X),0.0,0.0,0.02,0.12,0,0,
18 Mar 34.00 (GM1823C34-Y),0.0,0.0,5.00,10.00,0,0,18 Mar 34.00 (GM1823O34-Y),0.0,0.0,0.07,5.00,0,0,
18 Mar 35.00 (GM1823C35),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35),0.11,-0.02,0.09,0.13,96,13,
18 Mar 35.00 (GM1823C35-3),0.0,0.0,5.15,7.35,0,0,18 Mar 35.00 (GM1823O35-3),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-4),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-4),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-8),0.0,0.0,4.05,8.50,0,0,18 Mar 35.00 (GM1823O35-8),0.11,-0.02,0.09,0.13,90,13,
18 Mar 35.00 (GM1823C35-A),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-A),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-B),0.0,0.0,3.90,8.50,0,0,18 Mar 35.00 (GM1823O35-B),0.0,0.0,0.0,0.47,0,13,
18 Mar 35.00 (GM1823C35-E),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-E),0.11,0.0,0.09,0.13,6,13,
18 Mar 35.00 (GM1823C35-I),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-I),0.36,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-J),0.0,0.0,5.15,7.35,0,0,18 Mar 35.00 (GM1823O35-J),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-K),0.0,0.0,3.75,8.50,0,0,18 Mar 35.00 (GM1823O35-K),0.0,0.0,0.09,5.00,0,13,
18 Mar 35.00 (GM1823C35-O),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-O),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-OG),0.0,0.0,3.75,8.75,0,0,18 Mar 35.00 (GM1823O35-OG),0.0,0.0,0.0,2.24,0,13,
18 Mar 35.00 (GM1823C35-P),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-P),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-S),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-S),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-X),0.0,0.0,5.35,7.15,0,0,18 Mar 35.00 (GM1823O35-X),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.00 (GM1823C35-Y),0.0,0.0,3.50,8.50,0,0,18 Mar 35.00 (GM1823O35-Y),0.0,0.0,0.09,0.13,0,13,
18 Mar 35.50 (GM1823C35.5),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-3),0.0,0.0,4.85,6.70,0,0,18 Mar 35.50 (GM1823O35.5-3),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-4),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-4),0.0,0.0,0.11,0.22,0,0,
18 Mar 35.50 (GM1823C35.5-8),0.0,0.0,3.55,8.00,0,0,18 Mar 35.50 (GM1823O35.5-8),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-A),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-A),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-B),0.0,0.0,3.30,8.00,0,0,18 Mar 35.50 (GM1823O35.5-B),0.0,0.0,0.0,0.49,0,0,
18 Mar 35.50 (GM1823C35.5-E),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-E),0.0,0.0,0.11,0.22,0,0,
18 Mar 35.50 (GM1823C35.5-I),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-I),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-J),0.0,0.0,4.85,6.70,0,0,18 Mar 35.50 (GM1823O35.5-J),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-K),0.0,0.0,3.30,8.00,0,0,18 Mar 35.50 (GM1823O35.5-K),0.0,0.0,0.11,5.00,0,0,
18 Mar 35.50 (GM1823C35.5-O),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-O),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-OG),0.0,0.0,3.30,8.30,0,0,18 Mar 35.50 (GM1823O35.5-OG),0.0,0.0,0.0,2.26,0,0,
18 Mar 35.50 (GM1823C35.5-P),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-P),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-S),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-S),0.0,0.0,0.11,0.15,0,0,
18 Mar 35.50 (GM1823C35.5-X),0.0,0.0,5.05,6.50,0,0,18 Mar 35.50 (GM1823O35.5-X),0.0,0.0,0.11,0.22,0,0,
18 Mar 35.50 (GM1823C35.5-Y),0.0,0.0,3.00,8.00,0,0,18 Mar 35.50 (GM1823O35.5-Y),0.0,0.0,0.11,5.00,0,0,
18 Mar 36.00 (GM1823C36),5.44,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36),0.39,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-3),0.0,0.0,4.90,5.55,0,8,18 Mar 36.00 (GM1823O36-3),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-4),0.0,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36-4),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-8),5.44,0.0,2.90,7.05,0,8,18 Mar 36.00 (GM1823O36-8),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-A),0.0,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36-A),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-B),0.0,0.0,2.90,7.50,0,8,18 Mar 36.00 (GM1823O36-B),0.0,0.0,0.0,0.25,0,24,
18 Mar 36.00 (GM1823C36-E),0.0,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36-E),0.50,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-I),0.0,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36-I),0.39,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-J),0.0,0.0,4.90,5.55,0,8,18 Mar 36.00 (GM1823O36-J),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-K),0.0,0.0,2.68,7.50,0,8,18 Mar 36.00 (GM1823O36-K),0.0,0.0,0.14,5.00,0,24,
18 Mar 36.00 (GM1823C36-O),0.0,0.0,4.90,5.40,0,8,18 Mar 36.00 (GM1823O36-O),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-OG),0.0,0.0,2.68,7.65,0,8,18 Mar 36.00 (GM1823O36-OG),0.0,0.0,0.0,0.19,0,24,
18 Mar 36.00 (GM1823C36-P),0.0,0.0,4.90,5.40,0,8,18 Mar 36.00 (GM1823O36-P),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-S),0.0,0.0,4.95,5.40,0,8,18 Mar 36.00 (GM1823O36-S),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-X),0.0,0.0,4.90,5.40,0,8,18 Mar 36.00 (GM1823O36-X),0.0,0.0,0.14,0.18,0,24,
18 Mar 36.00 (GM1823C36-Y),0.0,0.0,2.50,7.50,0,8,18 Mar 36.00 (GM1823O36-Y),0.0,0.0,0.14,5.00,0,24,
18 Mar 36.50 (GM1823C36.5),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5),0.21,-0.09,0.18,0.21,3,49,
18 Mar 36.50 (GM1823C36.5-3),0.0,0.0,4.45,5.00,0,0,18 Mar 36.50 (GM1823O36.5-3),0.21,0.0,0.15,0.21,3,49,
18 Mar 36.50 (GM1823C36.5-4),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-4),0.0,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-8),0.0,0.0,3.50,7.25,0,0,18 Mar 36.50 (GM1823O36.5-8),0.57,0.0,0.0,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-A),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-A),0.0,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-B),0.0,0.0,4.25,5.40,0,0,18 Mar 36.50 (GM1823O36.5-B),0.0,0.0,0.0,0.30,0,49,
18 Mar 36.50 (GM1823C36.5-E),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-E),0.56,0.0,0.13,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-I),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-I),0.30,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-J),0.0,0.0,4.45,5.10,0,0,18 Mar 36.50 (GM1823O36.5-J),0.0,0.0,0.08,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-K),0.0,0.0,2.50,7.25,0,0,18 Mar 36.50 (GM1823O36.5-K),0.0,0.0,0.0,5.00,0,49,
18 Mar 36.50 (GM1823C36.5-O),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-O),0.0,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-OG),0.0,0.0,2.28,7.25,0,0,18 Mar 36.50 (GM1823O36.5-OG),0.0,0.0,0.0,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-P),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-P),0.0,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-S),0.0,0.0,4.65,4.90,0,0,18 Mar 36.50 (GM1823O36.5-S),0.30,0.0,0.18,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-X),0.0,0.0,4.45,4.90,0,0,18 Mar 36.50 (GM1823O36.5-X),0.0,0.0,0.13,0.21,0,49,
18 Mar 36.50 (GM1823C36.5-Y),0.0,0.0,2.50,7.50,0,0,18 Mar 36.50 (GM1823O36.5-Y),0.30,0.0,0.18,5.00,0,49,
18 Mar 37.00 (GM1823C37),4.60,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37),0.21,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-3),0.0,0.0,3.95,4.65,0,7,18 Mar 37.00 (GM1823O37-3),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-4),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-4),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-8),4.60,0.0,2.54,6.80,0,7,18 Mar 37.00 (GM1823O37-8),0.45,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-A),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-A),0.51,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-B),0.0,0.0,3.75,4.95,0,7,18 Mar 37.00 (GM1823O37-B),0.0,0.0,0.0,0.35,0,11,
18 Mar 37.00 (GM1823C37-E),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-E),0.21,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-I),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-I),0.51,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-J),0.0,0.0,3.95,4.65,0,7,18 Mar 37.00 (GM1823O37-J),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-K),0.0,0.0,2.00,6.80,0,7,18 Mar 37.00 (GM1823O37-K),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-O),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-O),0.61,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-OG),0.0,0.0,1.80,6.80,0,7,18 Mar 37.00 (GM1823O37-OG),0.0,0.0,0.0,0.26,0,11,
18 Mar 37.00 (GM1823C37-P),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-P),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-S),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-S),0.0,0.0,0.22,0.26,0,11,
18 Mar 37.00 (GM1823C37-X),0.0,0.0,4.15,4.45,0,7,18 Mar 37.00 (GM1823O37-X),0.0,0.0,0.22,0.26,0,11,
